CustomerId,Recency,Frequency,Monetary,cluster,is_high_risk
CustomerId_1913,77,1.0,500.0,2,1
CustomerId_1914,76,5.0,11000.0,2,1
CustomerId_1915,34,11.0,33624.0,2,1
CustomerId_1916,21,10.0,6000.0,2,1
CustomerId_1917,37,7.0,325000.0,2,1
CustomerId_1918,65,1.0,500.0,2,1
CustomerId_1919,47,5.0,25000.0,2,1
CustomerId_1925,26,45.0,59600.0,0,0
CustomerId_1927,32,4.0,20000.0,2,1
CustomerId_1928,26,3.0,1000.0,2,1
CustomerId_1929,16,124.0,222000.0,0,0
CustomerId_1930,47,6.0,30000.0,2,1
CustomerId_1931,33,6.0,26000.0,2,1
CustomerId_1932,58,32.0,35000.0,2,1
CustomerId_1935,71,1.0,1000.0,2,1
CustomerId_1937,16,63.0,285000.0,0,0
CustomerId_1938,32,66.0,79344.0,0,0
CustomerId_1942,40,7.0,4000.0,2,1
CustomerId_1943,28,52.0,101500.0,0,0
CustomerId_1944,27,3.0,80000.0,2,1
CustomerId_1945,24,4.0,8000.0,2,1
CustomerId_1946,18,11.0,61000.0,2,1
CustomerId_1947,80,28.0,165000.0,2,1
CustomerId_1950,47,9.0,50000.0,2,1
CustomerId_1951,38,2.0,2000.0,2,1
CustomerId_1956,26,25.0,39000.0,2,1
CustomerId_1963,86,6.0,14500.0,2,1
CustomerId_1965,19,21.0,122500.0,2,1
CustomerId_1966,67,1.0,10000.0,2,1
CustomerId_1967,16,5.0,21000.0,2,1
CustomerId_1969,27,105.0,593800.0,0,0
CustomerId_1970,20,7.0,15000.0,2,1
CustomerId_1971,47,6.0,30000.0,2,1
CustomerId_1972,36,2.0,500.0,2,1
CustomerId_1974,18,16.0,91000.0,2,1
CustomerId_1975,54,6.0,30000.0,2,1
CustomerId_1978,33,6.0,31000.0,2,1
CustomerId_1979,82,181.0,312700.0,1,0
CustomerId_1981,43,8.0,5100.0,2,1
CustomerId_1983,61,13.0,30000.0,2,1
CustomerId_1984,34,1.0,540000.0,2,1
CustomerId_1985,42,52.0,41300.0,0,0
CustomerId_1986,36,2.0,500.0,2,1
CustomerId_1987,17,242.42000000000007,1880400.0,1,0
CustomerId_1988,19,24.0,1923800.0,2,1
CustomerId_1990,33,6.0,31000.0,2,1
CustomerId_1994,21,9.0,4100.0,2,1
CustomerId_1995,17,242.42000000000007,889923.0,1,0
CustomerId_1996,16,15.0,55500.0,2,1
CustomerId_1997,86,5.0,3300.0,2,1
CustomerId_1999,24,2.0,101500.0,2,1
CustomerId_2,84,1.0,0.0,2,1
CustomerId_2001,81,14.0,11000.0,2,1
CustomerId_2003,16,1.0,7000.0,2,1
CustomerId_2004,72,2.0,1500.0,2,1
CustomerId_2006,55,75.0,728500.0,0,0
CustomerId_2007,86,1.0,500.0,2,1
CustomerId_2008,82,1.0,500.0,2,1
CustomerId_2009,19,11.0,56000.0,2,1
CustomerId_2012,47,17.0,55500.0,2,1
CustomerId_2013,17,134.0,454695.0,1,0
CustomerId_2014,33,6.0,31000.0,2,1
CustomerId_2016,54,15.0,16100.0,2,1
CustomerId_2017,22,85.0,123500.0,0,0
CustomerId_2019,85,1.0,2000.0,2,1
CustomerId_2022,84,4.0,1500.0,2,1
CustomerId_2025,33,6.0,30000.0,2,1
CustomerId_2030,19,1.0,2000.0,2,1
CustomerId_2032,16,43.0,175000.0,0,0
CustomerId_2033,21,63.0,95020.0,0,0
CustomerId_2034,18,15.0,65000.0,2,1
CustomerId_2035,17,6.0,16000.0,2,1
CustomerId_2036,86,1.0,50000.0,2,1
CustomerId_2039,57,1.0,500.0,2,1
CustomerId_2041,41,6.0,26000.0,2,1
CustomerId_2042,18,10.0,60000.0,2,1
CustomerId_2046,50,1.0,5000.0,2,1
CustomerId_2048,18,1.0,0.0,2,1
CustomerId_2049,66,1.0,1000.0,2,1
CustomerId_2051,19,52.0,320400.0,0,0
CustomerId_2052,21,163.0,240200.0,1,0
CustomerId_2053,16,1.0,1000.0,2,1
CustomerId_2055,30,12.0,36000.0,2,1
CustomerId_2056,39,20.0,44650.0,2,1
CustomerId_2057,54,6.0,30000.0,2,1
CustomerId_2059,43,1.0,1100.0,2,1
CustomerId_2061,19,7.0,26000.0,2,1
CustomerId_2062,32,13.0,50900.0,2,1
CustomerId_2063,19,19.0,101000.0,2,1
CustomerId_2064,18,40.0,82400.0,0,0
CustomerId_2065,29,7.0,7000.0,2,1
CustomerId_2068,21,100.0,310950.0,0,0
CustomerId_2069,28,30.0,145900.0,2,1
CustomerId_2072,18,24.0,151000.0,2,1
CustomerId_2073,39,1.0,1000.0,2,1
CustomerId_2074,54,6.0,30000.0,2,1
CustomerId_2075,18,7.0,14000.0,2,1
CustomerId_2076,79,1.0,1500.0,2,1
CustomerId_2078,24,8.0,61600.0,2,1
CustomerId_2081,52,1.0,4000.0,2,1
CustomerId_2083,29,1.0,1000.0,2,1
CustomerId_2085,71,1.0,5000.0,2,1
CustomerId_2086,86,2.0,26000.0,2,1
CustomerId_2089,86,6.0,10000.0,2,1
CustomerId_2093,26,13.0,101000.0,2,1
CustomerId_2094,22,148.0,507400.0,1,0
CustomerId_2097,33,3.0,105000.0,2,1
CustomerId_2098,75,1.0,10000.0,2,1
CustomerId_2099,89,5.0,25200.0,2,1
CustomerId_2101,79,1.0,500.0,2,1
CustomerId_2102,54,7.0,50000.0,2,1
CustomerId_2103,54,6.0,30000.0,2,1
CustomerId_2104,68,6.0,30000.0,2,1
CustomerId_2105,20,1.0,1000.0,2,1
CustomerId_2106,18,6.0,31000.0,2,1
CustomerId_2108,32,2.0,40500.0,2,1
CustomerId_2109,37,3.0,2000.0,2,1
CustomerId_2110,90,1.0,1000.0,2,1
CustomerId_2111,16,77.0,216650.0,0,0
CustomerId_2115,26,1.0,2000.0,2,1
CustomerId_2116,85,1.0,2000.0,2,1
CustomerId_2117,18,6.0,31000.0,2,1
CustomerId_2120,19,5.0,26000.0,2,1
CustomerId_2123,38,4.0,3500.0,2,1
CustomerId_2126,16,1.0,500.0,2,1
CustomerId_2130,17,17.0,93100.0,2,1
CustomerId_2133,36,9.0,65600.0,2,1
CustomerId_2134,33,17.0,96000.0,2,1
CustomerId_2135,16,76.0,161843.0,0,0
CustomerId_2136,61,2.0,1000.0,2,1
CustomerId_2137,19,29.0,146000.0,2,1
CustomerId_2138,19,10.0,71000.0,2,1
CustomerId_2139,53,1.0,1000.0,2,1
CustomerId_2140,18,6.0,31000.0,2,1
CustomerId_2141,64,1.0,10000.0,2,1
CustomerId_2142,33,28.0,171200.0,2,1
CustomerId_2143,54,1.0,500000.0,2,1
CustomerId_2144,55,4.0,20000.0,2,1
CustomerId_2145,18,11.0,61000.0,2,1
CustomerId_2148,33,3.0,22000.0,2,1
CustomerId_2149,19,5.0,26000.0,2,1
CustomerId_2150,18,25.0,25400.0,2,1
CustomerId_2151,50,1.0,6000.0,2,1
CustomerId_2152,28,3.0,1000.0,2,1
CustomerId_2153,32,1.0,500.0,2,1
CustomerId_2154,17,103.0,317900.0,0,0
CustomerId_2155,75,5.0,25000.0,2,1
CustomerId_2156,59,8.0,4100.0,2,1
CustomerId_2157,41,1.0,1000.0,2,1
CustomerId_2158,85,3.0,225000.0,2,1
CustomerId_2159,36,3.0,4000.0,2,1
CustomerId_2165,55,3.0,5000.0,2,1
CustomerId_2166,41,1.0,50000.0,2,1
CustomerId_2167,26,10.0,51000.0,2,1
CustomerId_2169,31,3.0,125000.0,2,1
CustomerId_2171,18,8.0,41500.0,2,1
CustomerId_2175,19,6.0,26000.0,2,1
CustomerId_2176,29,3.0,11000.0,2,1
CustomerId_2178,16,25.0,368000.0,2,1
CustomerId_2179,84,2.0,1000.0,2,1
CustomerId_2181,76,1.0,1000.0,2,1
CustomerId_2183,75,7.0,25000.0,2,1
CustomerId_2184,58,6.0,12000.0,2,1
CustomerId_2186,16,59.0,83782.0,0,0
CustomerId_2187,16,14.0,15000.0,2,1
CustomerId_2188,78,8.0,5000.0,2,1
CustomerId_2190,36,1.0,1000.0,2,1
CustomerId_2191,64,3.0,42000.0,2,1
CustomerId_2198,66,1.0,100000.0,2,1
CustomerId_2204,38,5.0,217000.0,2,1
CustomerId_2205,18,8.0,118000.0,2,1
CustomerId_2206,54,6.0,30000.0,2,1
CustomerId_2207,81,1.0,5000.0,2,1
CustomerId_2211,54,9.0,90000.0,2,1
CustomerId_2212,17,18.0,90000.0,2,1
CustomerId_2214,17,123.0,1564328.0,0,0
CustomerId_2215,41,2.0,120000.0,2,1
CustomerId_2216,19,223.0,1952568.0,1,0
CustomerId_2217,18,5.0,30000.0,2,1
CustomerId_2219,75,5.0,16750.0,2,1
CustomerId_2221,17,59.0,524600.0,0,0
CustomerId_2223,33,5.0,30000.0,2,1
CustomerId_2224,89,9.0,40700.0,2,1
CustomerId_2227,34,1.0,1000.0,2,1
CustomerId_2230,18,24.0,155000.0,2,1
CustomerId_2232,47,6.0,30000.0,2,1
CustomerId_2233,18,128.0,222100.0,1,0
CustomerId_2239,47,5.0,25000.0,2,1
CustomerId_2243,47,7.0,40000.0,2,1
CustomerId_2245,87,1.0,10000.0,2,1
CustomerId_2246,66,21.0,19000.0,2,1
CustomerId_2247,80,20.0,14100.0,2,1
CustomerId_2250,19,5.0,26000.0,2,1
CustomerId_2253,54,17.0,22500.0,2,1
CustomerId_2254,85,1.0,2000.0,2,1
CustomerId_2256,57,2.0,2000.0,2,1
CustomerId_2258,54,6.0,30000.0,2,1
CustomerId_2260,18,12.0,80000.0,2,1
CustomerId_2261,19,2.0,4000.0,2,1
CustomerId_2262,40,11.0,80000.0,2,1
CustomerId_2263,29,2.0,4000.0,2,1
CustomerId_2265,73,9.0,25000.0,2,1
CustomerId_2266,20,19.0,2002604.0000000005,2,1
CustomerId_2267,43,16.0,137801.0,2,1
CustomerId_2268,34,2.0,500.0,2,1
CustomerId_2269,54,6.0,30000.0,2,1
CustomerId_2272,75,8.0,24000.0,2,1
CustomerId_2273,17,9.0,108000.0,2,1
CustomerId_2275,72,1.0,1000.0,2,1
CustomerId_2276,16,52.0,39600.0,0,0
CustomerId_2279,33,7.0,51000.0,2,1
CustomerId_2280,61,1.0,1000.0,2,1
CustomerId_2283,30,1.0,1000.0,2,1
CustomerId_2284,20,20.0,11700.0,2,1
CustomerId_2286,80,1.0,500.0,2,1
CustomerId_2287,54,11.0,117500.0,2,1
CustomerId_2288,18,62.0,343400.0,0,0
CustomerId_2289,18,6.0,31000.0,2,1
CustomerId_2290,89,5.0,25200.0,2,1
CustomerId_2291,75,4.0,1510.0,2,1
CustomerId_2292,45,3.0,2002604.0000000005,2,1
CustomerId_2294,67,15.0,25220.0,2,1
CustomerId_2295,26,4.0,6000.0,2,1
CustomerId_2298,81,21.0,135500.0,2,1
CustomerId_2299,30,7.0,26500.0,2,1
CustomerId_2300,53,2.0,1000.0,2,1
CustomerId_2301,26,236.0,780958.0,1,0
CustomerId_2306,16,44.0,167600.0,0,0
CustomerId_2308,18,95.0,100700.0,0,0
CustomerId_2309,30,1.0,10000.0,2,1
CustomerId_2310,19,9.0,51000.0,2,1
CustomerId_2311,50,13.0,7500.0,2,1
CustomerId_2315,19,16.0,76000.0,2,1
CustomerId_2317,89,1.0,1000.0,2,1
CustomerId_2321,22,26.0,44650.0,2,1
CustomerId_2323,16,14.0,32750.0,2,1
CustomerId_2324,63,162.0,544411.0,1,0
CustomerId_2325,16,11.0,730000.0,2,1
CustomerId_2326,17,7.0,17000.0,2,1
CustomerId_2327,47,4.0,15000.0,2,1
CustomerId_2329,21,27.0,342160.0,2,1
CustomerId_2330,19,5.0,26000.0,2,1
CustomerId_2332,36,15.0,51600.0,2,1
CustomerId_2333,37,1.0,1000.0,2,1
CustomerId_2334,47,4.0,15000.0,2,1
CustomerId_2335,61,1.0,5000.0,2,1
CustomerId_2336,54,4.0,15000.0,2,1
CustomerId_2340,26,6.0,3500.0,2,1
CustomerId_2341,65,5.0,3500.0,2,1
CustomerId_2342,26,1.0,500.0,2,1
CustomerId_2343,16,33.0,84450.0,0,0
CustomerId_2344,60,3.0,80000.0,2,1
CustomerId_2345,47,6.0,30000.0,2,1
CustomerId_2346,74,2.0,11750.0,2,1
CustomerId_2347,23,1.0,20000.0,2,1
CustomerId_2348,18,37.0,96800.0,0,0
CustomerId_2349,33,242.42000000000007,1138847.0,1,0
CustomerId_2353,31,49.0,2002604.0000000005,0,0
CustomerId_2356,41,1.0,5000.0,2,1
CustomerId_2357,89,1.0,2000.0,2,1
CustomerId_2359,21,1.0,100000.0,2,1
CustomerId_2360,55,25.0,47365.0,2,1
CustomerId_2361,29,1.0,1000.0,2,1
CustomerId_2362,52,4.0,2000.0,2,1
CustomerId_2363,68,21.0,146400.0,2,1
CustomerId_2365,26,1.0,500.0,2,1
CustomerId_2366,69,6.0,1100000.0,2,1
CustomerId_2369,37,5.0,4700.0,2,1
CustomerId_2371,68,8.0,55000.0,2,1
CustomerId_2372,18,1.0,5000.0,2,1
CustomerId_2373,19,11.0,153300.0,2,1
CustomerId_2375,22,1.0,2000.0,2,1
CustomerId_2376,87,1.0,500.0,2,1
CustomerId_2381,65,11.0,7500.0,2,1
CustomerId_2384,18,4.0,22000.0,2,1
CustomerId_2386,45,3.0,1100.0,2,1
CustomerId_2388,84,2.0,105000.0,2,1
CustomerId_2389,53,1.0,1000.0,2,1
CustomerId_2393,33,21.0,189800.0,2,1
CustomerId_2396,42,2.0,3250.0,2,1
CustomerId_2397,72,1.0,500.0,2,1
CustomerId_2398,74,1.0,50000.0,2,1
CustomerId_2400,47,8.0,60000.0,2,1
CustomerId_2402,33,19.0,19000.0,2,1
CustomerId_2403,18,11.0,61000.0,2,1
CustomerId_2404,74,5.0,7000.0,2,1
CustomerId_2406,39,4.0,10500.0,2,1
CustomerId_2407,67,6.0,4000.0,2,1
CustomerId_2408,47,7.0,65000.0,2,1
CustomerId_2409,42,1.0,1000.0,2,1
CustomerId_2414,61,28.0,225210.0,2,1
CustomerId_2415,26,1.0,5000.0,2,1
CustomerId_2416,45,57.0,123000.0,0,0
CustomerId_2417,16,101.0,866810.0,0,0
CustomerId_2419,33,14.0,121000.0,2,1
CustomerId_2420,86,18.0,7000.0,2,1
CustomerId_2422,20,5.0,2120.0,2,1
CustomerId_2423,36,1.0,33000.0,2,1
CustomerId_2424,18,28.0,38100.0,2,1
CustomerId_2425,19,26.0,155600.0,2,1
CustomerId_2426,64,6.0,4300.0,2,1
CustomerId_2427,18,55.0,430700.0,0,0
CustomerId_2432,49,2.0,53000.0,2,1
CustomerId_2433,33,17.0,146000.0,2,1
CustomerId_2435,18,4.0,16000.0,2,1
CustomerId_2436,57,1.0,2500.0,2,1
CustomerId_2437,54,18.0,91700.0,2,1
CustomerId_2438,47,9.0,60000.0,2,1
CustomerId_2440,23,8.0,30000.0,2,1
CustomerId_2441,20,29.0,28500.0,2,1
CustomerId_2443,62,4.0,2000.0,2,1
CustomerId_2444,36,1.0,1000.0,2,1
CustomerId_2445,25,55.0,2002604.0000000005,0,0
CustomerId_2446,75,62.0,212100.0,0,0
CustomerId_2447,86,9.0,13000.0,2,1
CustomerId_2451,83,1.0,1000.0,2,1
CustomerId_2454,36,15.0,11130.0,2,1
CustomerId_2455,63,2.0,51000.0,2,1
CustomerId_2456,29,1.0,12000.0,2,1
CustomerId_2457,16,17.0,35000.0,2,1
CustomerId_2458,71,1.0,500.0,2,1
CustomerId_2459,24,242.42000000000007,840732.0,1,0
CustomerId_2461,52,7.0,5500.0,2,1
CustomerId_2463,84,7.0,7000.0,2,1
CustomerId_2465,53,1.0,1000.0,2,1
CustomerId_2468,71,2.0,1800.0,2,1
CustomerId_2469,19,20.0,101000.0,2,1
CustomerId_2470,37,2.0,20500.0,2,1
CustomerId_2474,19,7.0,26000.0,2,1
CustomerId_2477,41,242.42000000000007,638429.0,1,0
CustomerId_2480,16,1.0,10000.0,2,1
CustomerId_2482,36,10.0,2200.0,2,1
CustomerId_2485,18,1.0,5000.0,2,1
CustomerId_2490,31,1.0,5000.0,2,1
CustomerId_2491,19,76.0,328831.0,0,0
CustomerId_2492,47,6.0,30000.0,2,1
CustomerId_2494,24,3.0,5000.0,2,1
CustomerId_2495,47,6.0,4000.0,2,1
CustomerId_2496,36,2.0,30000.0,2,1
CustomerId_2497,61,2.0,280500.0,2,1
CustomerId_2501,26,6.0,115000.0,2,1
CustomerId_2503,46,1.0,1500.0,2,1
CustomerId_2504,19,6.0,26000.0,2,1
CustomerId_2505,27,4.0,7000.0,2,1
CustomerId_2506,47,5.0,25000.0,2,1
CustomerId_2508,19,10.0,51000.0,2,1
CustomerId_2512,87,1.0,1000.0,2,1
CustomerId_2513,47,6.0,30000.0,2,1
CustomerId_2514,20,16.0,10000.0,2,1
CustomerId_2515,51,9.0,2500.0,2,1
CustomerId_2519,50,26.0,33700.0,2,1
CustomerId_2520,63,11.0,20250.0,2,1
CustomerId_2522,57,1.0,1000.0,2,1
CustomerId_2523,83,5.0,4000.0,2,1
CustomerId_2525,59,1.0,20000.0,2,1
CustomerId_2526,26,1.0,1000.0,2,1
CustomerId_2527,38,5.0,4000.0,2,1
CustomerId_2528,19,242.42000000000007,1776078.0,1,0
CustomerId_2529,19,63.0,168000.0,0,0
CustomerId_2530,61,12.0,30000.0,2,1
CustomerId_2531,16,105.0,161900.0,0,0
CustomerId_2534,74,1.0,1000.0,2,1
CustomerId_2535,59,14.0,205600.0,2,1
CustomerId_2536,32,1.0,500.0,2,1
CustomerId_2537,17,11.0,67000.0,2,1
CustomerId_2538,54,4.0,15000.0,2,1
CustomerId_2543,54,4.0,15000.0,2,1
CustomerId_2544,26,139.0,184260.0,1,0
CustomerId_2545,25,8.0,6000.0,2,1
CustomerId_2546,16,38.0,28500.0,0,0
CustomerId_2548,47,34.0,45426.0,2,1
CustomerId_2550,19,12.0,61000.0,2,1
CustomerId_2552,84,7.0,11000.0,2,1
CustomerId_2554,55,5.0,106000.0,2,1
CustomerId_2555,82,3.0,42500.0,2,1
CustomerId_2556,87,1.0,50000.0,2,1
CustomerId_2558,66,1.0,500.0,2,1
CustomerId_2559,36,1.0,1000.0,2,1
CustomerId_2564,19,27.0,155000.0,2,1
CustomerId_2569,58,10.0,6800.0,2,1
CustomerId_2570,55,1.0,500.0,2,1
CustomerId_2571,17,12.0,13100.0,2,1
CustomerId_2574,24,41.0,91192.0,0,0
CustomerId_2576,55,1.0,0.0,2,1
CustomerId_2577,83,7.0,130000.0,2,1
CustomerId_2579,26,1.0,1000.0,2,1
CustomerId_2580,61,9.0,24500.0,2,1
CustomerId_2582,61,6.0,50000.0,2,1
CustomerId_2584,21,4.0,143600.0,2,1
CustomerId_2588,55,175.0,423100.0,1,0
CustomerId_2589,68,17.0,101700.0,2,1
CustomerId_2591,40,1.0,10000.0,2,1
CustomerId_2594,34,3.0,1055000.0,2,1
CustomerId_2595,49,79.0,153000.0,0,0
CustomerId_2596,68,4.0,1400.0,2,1
CustomerId_2597,16,3.0,5000.0,2,1
CustomerId_2598,86,17.0,23000.0,2,1
CustomerId_2599,33,6.0,31000.0,2,1
CustomerId_2600,32,1.0,0.0,2,1
CustomerId_2601,23,12.0,23000.0,2,1
CustomerId_2602,77,13.0,7500.0,2,1
CustomerId_2603,82,8.0,50700.0,2,1
CustomerId_2604,20,73.0,266880.0,0,0
CustomerId_2605,47,6.0,35000.0,2,1
CustomerId_2607,16,39.0,39200.0,0,0
CustomerId_2609,40,52.0,125900.0,0,0
CustomerId_2612,16,242.42000000000007,388800.0,1,0
CustomerId_2613,48,1.0,500.0,2,1
CustomerId_2614,33,7.0,46000.0,2,1
CustomerId_2615,34,13.0,30500.0,2,1
CustomerId_2617,19,6.0,46000.0,2,1
CustomerId_2618,54,6.0,30000.0,2,1
CustomerId_2619,27,1.0,500.0,2,1
CustomerId_2621,72,1.0,2000.0,2,1
CustomerId_2623,46,15.0,50300.0,2,1
CustomerId_2625,83,1.0,1000.0,2,1
CustomerId_2626,90,1.0,2000.0,2,1
CustomerId_2628,84,1.0,10000.0,2,1
CustomerId_2630,58,5.0,165000.0,2,1
CustomerId_2631,19,1.0,1000.0,2,1
CustomerId_2632,29,30.0,31685.0,2,1
CustomerId_2633,62,8.0,20180.0,2,1
CustomerId_2634,30,4.0,11500.0,2,1
CustomerId_2636,23,1.0,82000.0,2,1
CustomerId_2637,54,7.0,50000.0,2,1
CustomerId_2639,17,6.0,7000.0,2,1
CustomerId_2642,24,21.0,11798.0,2,1
CustomerId_2643,17,127.0,467794.0,1,0
CustomerId_2644,35,8.0,3500.0,2,1
CustomerId_2645,89,2.0,1500.0,2,1
CustomerId_2647,27,57.0,50460.0,0,0
CustomerId_2648,23,3.0,500.0,2,1
CustomerId_2649,17,242.42000000000007,1131220.0,1,0
CustomerId_2651,19,43.0,68000.0,0,0
CustomerId_2652,65,2.0,2000.0,2,1
CustomerId_2653,35,6.0,46000.0,2,1
CustomerId_2654,71,11.0,7965.0,2,1
CustomerId_2656,20,5.0,315500.0,2,1
CustomerId_2659,49,57.0,100700.0,0,0
CustomerId_2662,16,95.0,925684.0,0,0
CustomerId_2665,57,21.0,58900.0,2,1
CustomerId_2666,36,1.0,2500.0,2,1
CustomerId_2667,61,3.0,80000.0,2,1
CustomerId_2668,86,4.0,4500.0,2,1
CustomerId_2669,79,3.0,1000.0,2,1
CustomerId_2671,76,3.0,6000.0,2,1
CustomerId_2672,20,3.0,150000.0,2,1
CustomerId_2674,33,3.0,100500.0,2,1
CustomerId_2675,25,34.0,14500.0,2,1
CustomerId_2676,26,15.0,11800.0,2,1
CustomerId_2677,47,5.0,25000.0,2,1
CustomerId_2679,19,6.0,36000.0,2,1
CustomerId_2681,23,6.0,50000.0,2,1
CustomerId_2682,40,12.0,46000.0,2,1
CustomerId_2683,16,67.0,755000.0,0,0
CustomerId_2684,43,1.0,1000.0,2,1
CustomerId_2685,61,14.0,100700.0,2,1
CustomerId_2686,20,1.0,1000.0,2,1
CustomerId_2687,19,5.0,26000.0,2,1
CustomerId_2689,19,15.0,91000.0,2,1
CustomerId_2690,61,1.0,1000.0,2,1
CustomerId_2693,22,5.0,3000.0,2,1
CustomerId_2694,36,1.0,1000.0,2,1
CustomerId_2696,18,242.42000000000007,209940.0,1,0
CustomerId_2697,18,26.0,17145.0,2,1
CustomerId_2698,45,1.0,500.0,2,1
CustomerId_2700,72,1.0,0.0,2,1
CustomerId_2701,18,6.0,31000.0,2,1
CustomerId_2703,42,1.0,500000.0,2,1
CustomerId_2704,19,14.0,76000.0,2,1
CustomerId_2705,60,1.0,160000.0,2,1
CustomerId_2706,16,146.0,171100.0,1,0
CustomerId_2707,79,4.0,4542.0,2,1
CustomerId_2708,21,4.0,1500.0,2,1
CustomerId_2709,74,14.0,8150.0,2,1
CustomerId_2710,16,166.0,717758.0,1,0
CustomerId_2712,24,1.0,500.0,2,1
CustomerId_2713,22,2.0,15000.0,2,1
CustomerId_2717,29,1.0,1000.0,2,1
CustomerId_2719,79,1.0,500.0,2,1
CustomerId_2720,54,6.0,30000.0,2,1
CustomerId_2722,45,4.0,40000.0,2,1
CustomerId_2723,80,4.0,5000.0,2,1
CustomerId_2724,38,1.0,20000.0,2,1
CustomerId_2727,29,3.0,1750.0,2,1
CustomerId_2728,16,242.42000000000007,1156179.0,1,0
CustomerId_2730,72,1.0,10000.0,2,1
CustomerId_2731,48,2.0,2000000.0,2,1
CustomerId_2732,38,1.0,1000.0,2,1
CustomerId_2733,54,5.0,25000.0,2,1
CustomerId_2734,54,4.0,26000.0,2,1
CustomerId_2735,18,7.0,3500.0,2,1
CustomerId_2736,32,8.0,64000.0,2,1
CustomerId_2737,18,6.0,31000.0,2,1
CustomerId_2738,17,18.0,57000.0,2,1
CustomerId_2739,16,52.0,366700.0,0,0
CustomerId_2740,46,4.0,5000.0,2,1
CustomerId_2741,51,1.0,1000.0,2,1
CustomerId_2742,81,1.0,1000.0,2,1
CustomerId_2743,23,83.0,190084.0,0,0
CustomerId_2745,54,23.0,86200.0,2,1
CustomerId_2746,18,11.0,43000.0,2,1
CustomerId_2747,68,14.0,130100.0,2,1
CustomerId_2749,37,2.0,34500.0,2,1
CustomerId_2750,16,24.0,48100.0,2,1
CustomerId_2751,39,2.0,15080.0,2,1
CustomerId_2753,68,58.0,405001.0,0,0
CustomerId_2754,82,1.0,500.0,2,1
CustomerId_2756,19,5.0,26000.0,2,1
CustomerId_2757,47,9.0,50000.0,2,1
CustomerId_2758,82,4.0,30000.0,2,1
CustomerId_2760,47,6.0,30000.0,2,1
CustomerId_2761,29,7.0,46500.0,2,1
CustomerId_2762,60,12.0,15500.0,2,1
CustomerId_2764,18,4.0,10000.0,2,1
CustomerId_2767,81,1.0,500.0,2,1
CustomerId_2769,56,3.0,5000.0,2,1
CustomerId_2771,29,1.0,1000.0,2,1
CustomerId_2772,20,37.0,33500.0,0,0
CustomerId_2773,36,16.0,27100.0,2,1
CustomerId_2774,16,229.0,685350.0,1,0
CustomerId_2775,21,21.0,150000.0,2,1
CustomerId_2776,52,15.0,255000.0,2,1
CustomerId_2777,33,6.0,31000.0,2,1
CustomerId_2782,19,39.0,148395.0,0,0
CustomerId_2783,55,10.0,17180.0,2,1
CustomerId_2785,47,6.0,30000.0,2,1
CustomerId_2786,40,6.0,8600.0,2,1
CustomerId_2787,29,33.0,25400.0,2,1
CustomerId_2788,40,1.0,20000.0,2,1
CustomerId_2790,58,4.0,2000.0,2,1
CustomerId_2791,31,1.0,2000.0,2,1
CustomerId_2793,21,71.0,163981.0,0,0
CustomerId_2794,19,5.0,26000.0,2,1
CustomerId_2796,71,1.0,1000.0,2,1
CustomerId_2797,18,24.0,251700.0,2,1
CustomerId_2798,16,26.0,19650.0,2,1
CustomerId_2799,83,2.0,1000.0,2,1
CustomerId_2800,19,5.0,26000.0,2,1
CustomerId_2801,47,5.0,25000.0,2,1
CustomerId_2802,21,41.0,87500.0,0,0
CustomerId_2803,25,9.0,6000.0,2,1
CustomerId_2804,16,1.0,10000.0,2,1
CustomerId_2806,67,4.0,1200.0,2,1
CustomerId_2807,66,29.0,160500.0,2,1
CustomerId_2808,20,5.0,7000.0,2,1
CustomerId_2809,29,65.0,126239.0,0,0
CustomerId_2810,56,5.0,325000.0,2,1
CustomerId_2811,68,1.0,4000.0,2,1
CustomerId_2815,16,57.0,33800.0,0,0
CustomerId_2816,17,180.0,205652.0,1,0
CustomerId_2818,16,43.0,68300.0,0,0
CustomerId_2820,34,12.0,96591.0,2,1
CustomerId_2822,17,15.0,162000.0,2,1
CustomerId_2824,47,6.0,30000.0,2,1
CustomerId_2825,32,1.0,5000.0,2,1
CustomerId_2826,45,1.0,14000.0,2,1
CustomerId_2828,18,6.0,31000.0,2,1
CustomerId_2829,60,7.0,24000.0,2,1
CustomerId_2831,61,11.0,40000.0,2,1
CustomerId_2832,61,2.0,80000.0,2,1
CustomerId_2833,44,2.0,10000.0,2,1
CustomerId_2834,67,1.0,0.0,2,1
CustomerId_2835,41,4.0,70000.0,2,1
CustomerId_2836,19,13.0,61000.0,2,1
CustomerId_2838,21,47.0,41656.0,0,0
CustomerId_2839,18,4.0,4000.0,2,1
CustomerId_2840,65,1.0,2000.0,2,1
CustomerId_2841,20,1.0,500.0,2,1
CustomerId_2844,23,23.0,127500.0,2,1
CustomerId_2845,19,110.0,686900.0,0,0
CustomerId_2846,16,131.0,242900.0,1,0
CustomerId_2847,42,4.0,50000.0,2,1
CustomerId_2849,83,10.0,234000.0,2,1
CustomerId_2850,44,8.0,17000.0,2,1
CustomerId_2851,61,1.0,800.0,2,1
CustomerId_2852,17,70.0,414090.0,0,0
CustomerId_2853,48,6.0,6000.0,2,1
CustomerId_2857,32,34.0,29300.0,2,1
CustomerId_2858,17,28.0,110100.0,2,1
